created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2025-02-21 21:04:17 UTC,89,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:04:42 UTC,90,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:05:05 UTC,91,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:05:28 UTC,92,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:05:50 UTC,93,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:06:15 UTC,94,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:06:38 UTC,95,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:07:02 UTC,96,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:07:25 UTC,97,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:07:48 UTC,98,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:08:11 UTC,99,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:08:34 UTC,100,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:08:56 UTC,101,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:09:19 UTC,102,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:09:43 UTC,103,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:10:06 UTC,104,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:10:30 UTC,105,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:10:52 UTC,106,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:11:16 UTC,107,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:11:39 UTC,108,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:12:03 UTC,109,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:12:26 UTC,110,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:12:48 UTC,111,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:13:12 UTC,112,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:13:34 UTC,113,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:13:57 UTC,114,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:14:20 UTC,115,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:14:43 UTC,116,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:15:05 UTC,117,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-21 21:15:28 UTC,118,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:24:25 UTC,119,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 03:24:48 UTC,120,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:25:10 UTC,121,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:25:33 UTC,122,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:25:57 UTC,123,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:26:19 UTC,124,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:26:42 UTC,125,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:27:06 UTC,126,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:27:30 UTC,127,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:27:53 UTC,128,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:28:16 UTC,129,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:28:38 UTC,130,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:29:01 UTC,131,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:29:23 UTC,132,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 03:29:46 UTC,133,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:02:26 UTC,134,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:02:55 UTC,135,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:04:24 UTC,136,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:04:55 UTC,137,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:05:48 UTC,138,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:06:12 UTC,139,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:06:40 UTC,140,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:07:13 UTC,141,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:09:06 UTC,142,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:10:59 UTC,143,1.99148,0.00000,1.98854,2.50366,,,,
2025-02-22 06:11:23 UTC,144,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:11:45 UTC,145,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:12:08 UTC,146,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:12:33 UTC,147,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:12:56 UTC,148,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:13:18 UTC,149,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:13:41 UTC,150,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:14:04 UTC,151,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:14:27 UTC,152,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:14:50 UTC,153,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:15:13 UTC,154,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:15:36 UTC,155,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:16:00 UTC,156,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:16:26 UTC,157,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:16:49 UTC,158,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:17:13 UTC,159,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:17:36 UTC,160,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:17:59 UTC,161,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:18:25 UTC,162,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:18:51 UTC,163,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:19:14 UTC,164,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:19:37 UTC,165,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:20:00 UTC,166,1.99148,0.00000,1.98854,0.00000,,,,
2025-02-22 06:20:24 UTC,167,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-03 08:42:01 UTC,168,0,,,,,,,
2025-03-03 08:44:28 UTC,169,0,,,,,,,
2025-03-03 08:44:56 UTC,170,6574.22433043176,,,,,,,
2025-03-03 08:45:30 UTC,171,0,,,,,,,
2025-03-03 08:57:12 UTC,172,0,,,,23.93044245657668,,,
2025-03-03 09:09:06 UTC,173,0,,,,26.589380507307425,1200.0,824.6205104850716,
2025-03-03 09:18:45 UTC,174,0,,,,46.53141588778799,4200.0,1900.8006267210637,⚠️ Low Efficiency! Check Solar Panel Performance.
2025-03-03 09:28:52 UTC,175,0,,,,35.230929172182336,4134.0,2420.5333976729203,1
2025-03-03 10:07:30 UTC,176,0,,,,,,,
2025-03-04 17:47:40 UTC,177,1.99148,0.00000,1.98854,2.50366,,,,
2025-03-04 17:48:02 UTC,178,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:48:24 UTC,179,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:48:47 UTC,180,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:49:10 UTC,181,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:49:33 UTC,182,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:49:56 UTC,183,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:50:40 UTC,184,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:51:02 UTC,185,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:51:24 UTC,186,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:51:46 UTC,187,1.99148,0.00000,1.98854,0.00000,,,,
2025-03-04 17:52:09 UTC,188,1.99148,0.00000,1.98854,0.00000,,,,
